tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0153821	movie	Wild Blue	Wild Blue	0	2000.0			
tt0153932	video	Work Load	Work Load	1	2003.0		90	Adult
tt0154039	movie	So Much for Justice!	Oda az igazság	0	2010.0		100	Drama,History
tt0154065	tvSeries	Chto skazal pokoynik	Chto skazal pokoynik	0	2000.0			Adventure,Comedy,Crime
tt0154187	movie	The Bacchae	The Bacchae	0	2002.0		90	Drama
tt0154352	movie	Condo Painting	Condo Painting	0	2000.0		86	Documentary
tt0154605	movie	Home Movies	Home Movies	0	2000.0			Documentary,Music
tt0155150	movie	Secrets of a Chambermaid	Secrets of a Chambermaid	0	2000.0		99	Drama
tt0155174	movie	Shyamchi Aai	Shyamchi Aai	0	2025.0		152	Drama
tt0155377	video	Wet Cotton Panties	Wet Cotton Panties	1	2000.0			Adult
tt0155425	tvSeries	Black Scorpion	Black Scorpion	0	2001.0	2001		Action,Crime,Drama
tt0156020	movie	Ricky 6	Ricky 6	0	2000.0		111	Biography,Crime,Drama
tt0156035	movie	Sabbath in Paradise	Sabbath in Paradise	0	2000.0		85	Documentary,Music
tt0156100	movie	St. Andrew's Girls	St. Andrew's Girls	0	2003.0		76	Comedy,Horror
tt0156263	movie	The Adventures of Space Baby and Mental Man	The Adventures of Space Baby and Mental Man	0	2004.0		90	Drama
tt0156323	movie	Screwed	Screwed	0	2000.0		81	Comedy,Crime
tt0156376	movie	Book of Love: The Definitive Reason Why Men Are Dogs	Book of Love: The Definitive Reason Why Men Are Dogs	0	2002.0		91	Comedy,Romance
tt0156741	movie	Apartment 12	Life/Drawing	0	2000.0		89	Comedy,Romance
tt0156757	movie	Mad About Mambo	Mad About Mambo	0	2000.0		92	Comedy,Drama,Romance
tt0156807	movie	Mr. Accident	Mr. Accident	0	2000.0		89	Comedy
tt0156812	movie	My Dog Skip	My Dog Skip	0	2000.0		95	Comedy,Drama,Family
tt0156841	movie	The Next Best Thing	The Next Best Thing	0	2000.0		108	Comedy,Drama,Romance
tt0156942	movie	Rave	Rave	0	2000.0		85	Drama
tt0157007	movie	After Image	After Image	0	2001.0		92	Drama,Thriller
tt0157122	movie	Faithless	Trolösa	0	2000.0		142	Drama,Romance
tt0157191	movie	One Last Dance	One Last Dance	0	2003.0		101	Drama,Romance
tt0157202	movie	Dark Justice	Yup Yup Man	0	2000.0		90	Action,Crime,Drama
tt0157262	movie	2001: A Space Travesty	2001: A Space Travesty	0	2000.0		99	Comedy,Sci-Fi
tt0157472	movie	Clockstoppers	Clockstoppers	0	2002.0		94	Action,Adventure,Comedy
tt0157500	movie	Daddy Tell Me a Story...	Daddy Tell Me a Story...	0	2000.0			Drama
tt0157583	movie	Enigma	Enigma	0	2001.0		119	Drama,Mystery,Romance
tt0157836	movie	Island of the Dead	Island of the Dead	0	2000.0		91	Horror,Thriller
tt0158033	movie	Nora	Nora	0	2000.0		106	Biography,Drama
tt0158388	short	Zócalo	Zócalo	0	2017.0		7	Animation,Short
tt0158429	tvSeries	Sauda	Sauda	0	2018.0			
tt0158581	movie	Shit Happens	Det blir aldrig som man tänkt sig	0	2000.0		114	Comedy
tt0158622	movie	The Flintstones in Viva Rock Vegas	The Flintstones in Viva Rock Vegas	0	2000.0		90	Comedy,Family,Romance
tt0158721	movie	Lennon	Lennon	0	2000.0			Biography,Drama,Music
tt0158871	movie	På fremmed mark	På fremmed mark	0	2000.0		93	Drama,War
tt0159230	movie	18 D	18 D	0	2000.0		102	
tt0159254	movie	April's Fool	April's Fool	0	2001.0		97	
tt0159273	movie	Behind Enemy Lines	Behind Enemy Lines	0	2001.0		106	Action,Drama,Thriller
tt0159290	movie	Bluebird	Bluebird	0	2004.0		77	Drama,Music
tt0159291	movie	Attention Shoppers	Attention Shoppers	0	2000.0		87	Comedy
tt0159365	movie	Cold Mountain	Cold Mountain	0	2003.0		154	Adventure,Drama,Romance
tt0159369	movie	Cooper and Hemingway: The True Gen	Cooper and Hemingway: The True Gen	0	2013.0		120	Documentary
tt0159371	movie	Impact	Coping	0	2000.0		90	Comedy,Drama,Romance
tt0159378	movie	The Demo Crew	The Demo Crew	0	2001.0		108	Action,Drama,Sport
tt0159396	movie	Civility	Civility	0	2000.0		82	Thriller
tt0159503	movie	Kalotaszeg nagyasszonya	Kalotaszeg nagyasszonya	0	2001.0		210	Documentary
tt0159585	video	Mute... Life	Mute... Life	0	2000.0			Short
tt0159784	movie	Takedown	Takedown	0	2000.0		96	Biography,Crime,Drama
tt0159790	movie	The Third Vehicle	Three	0	2005.0			Comedy
tt0159799	movie	Whirlwind 2	Transparency	0	2006.0		190	
tt0160009	movie	The Art of War	The Art of War	0	2000.0		117	Action,Adventure,Crime
tt0160127	movie	Charlie's Angels	Charlie's Angels	0	2000.0		98	Action,Adventure,Comedy
tt0160184	movie	D-Tox	D-Tox	0	2002.0		96	Crime,Thriller
tt0160239	movie	Duty Dating	Duty Dating	0	2002.0		94	Comedy,Romance
tt0160240	movie	Easter	Easter	0	2002.0		90	Comedy,Drama
tt0160256	movie	The Unscarred	The Unscarred	0	2000.0		92	Thriller
tt0160261	movie	False River	False River	0	2005.0		90	Thriller
tt0160270	movie	Fat Chance	Fat Chance	0	2001.0		90	Comedy
tt0160275	movie	Final Solution	Final Solution	0	2001.0		102	Action,Drama
tt0160289	movie	Four Dogs Playing Poker	Four Dogs Playing Poker	0	2000.0		97	Crime,Drama,Mystery
tt0160343	short	Mike & Bill	Mike & Bill	0	2001.0		23	Comedy,Short
tt0160370	movie	The Homeboy	The Homeboy	0	2001.0			Comedy
tt0160399	movie	Impostor	Impostor	0	2001.0		95	Drama,Mystery,Sci-Fi
tt0160403	movie	The Independent	The Independent	0	2000.0		81	Comedy
tt0160413	movie	It Burns When I Laugh	It Burns When I Laugh	0	2003.0		80	
tt0160425	movie	Killing Cinderella	Killing Cinderella	0	2000.0		88	Comedy,Romance
tt0160434	movie	Housebound	Housebound	0	2000.0		89	Thriller
tt0160447	movie	The Last Great Ride	The Last Great Ride	0	2000.0		89	Comedy
tt0160480	movie	Long Lost Love	Long Lost Love	0	2001.0		93	Comedy,Drama,Romance
tt0160484	movie	Lost Souls	Lost Souls	0	2000.0		97	Drama,Horror,Thriller
tt0160495	movie	Luckytown	Luckytown	0	2000.0		101	Crime,Drama,Mystery
tt0160547	movie	More Dogs Than Bones	More Dogs Than Bones	0	2000.0		92	Comedy,Crime,Drama
tt0160550	movie	Moscow	Moskva	0	2000.0		139	Drama
tt0160607	movie	Open Return	Open Return	0	2000.0			Comedy
tt0160611	movie	Ordinary Decent Criminal	Ordinary Decent Criminal	0	2000.0		93	Comedy,Crime
tt0160616	movie	Other Voices	Other Voices	0	2000.0		104	Drama,Romance,Thriller
tt0160644	movie	Passion of Mind	Passion of Mind	0	2000.0		105	Drama,Fantasy,Mystery
tt0160652	movie	The Perfect Tenant	The Perfect Tenant	0	2000.0		93	Thriller
tt0160663	movie	Blast	Blast	0	2000.0		88	Crime,Drama,Thriller
tt0160706	movie	The Prodigy	The Prodigy	0	2005.0		120	Crime,Drama,Thriller
tt0160710	movie	Punks	Punks	0	2000.0		91	Comedy,Music,Romance
tt0160749	movie	Red Dirt	Red Dirt	0	2000.0		110	Drama,Romance
tt0160751	movie	The Redemption	The Redemption	0	2000.0		105	Drama,Family
tt0160759	movie	Breathing Under Water	Respirar (Debaixo D'água)	0	2000.0		45	Drama,Thriller
tt0160797	movie	Rules of Engagement	Rules of Engagement	0	2000.0		128	Drama,Thriller,War
tt0160809	short	Sand Castle	Sand Castle	0	2001.0		7	Short
tt0160859	movie	Shades of Darkness	Shades of Darkness	0	2000.0		88	Thriller
tt0160870	movie	Silent Screamplay	Silent Screamplay	0	2003.0		120	Thriller
tt0160896	short	Sons	Sons	0	2000.0		11	Short
tt0160904	tvSeries	MI-5	Spooks	0	2002.0	2011	60	Action,Crime,Drama
tt0160905	movie	Spooky House	Spooky House	0	2001.0		106	Comedy,Family
tt0161003	movie	Train Ride	Train Ride	0	2000.0		93	Drama
tt0161021	movie	Pure	Pure	0	2005.0		90	
tt0161040	video	Uncovered	Uncovered	1	2001.0			Adult
tt0161081	movie	What Lies Beneath	What Lies Beneath	0	2000.0		130	Drama,Horror,Mystery
tt0161083	movie	What's the Worst That Could Happen?	What's the Worst That Could Happen?	0	2001.0		94	Comedy,Crime
tt0161087	short	Whiskey River, NYC	Whiskey River, NYC	0	2000.0			Short
tt0161088	movie	White Boy	White Boy	0	2002.0		90	Drama
tt0161102	movie	Working Stiff	Working Stiff	0	2001.0			Comedy
tt0161216	movie	Steal This Movie	Steal This Movie	0	2000.0		107	Biography,Drama,Romance
tt0161220	video	Air Bud: World Pup	Air Bud 3: World Pup	0	2000.0		83	Comedy,Drama,Family
tt0161484	movie	Days of Innocence	Days of Innocence	0	2000.0			
tt0161509	movie	Slice & Dice	Slice & Dice	0	2000.0			Comedy
tt0161539	movie	Max	Max	0	2000.0		85	Crime
tt0161860	movie	Nowhere in Africa	Nirgendwo in Afrika	0	2001.0		141	Biography,Drama,History
tt0162030	movie	Unseen Evil	Unseen Evil	0	2001.0		93	Horror,Sci-Fi,Thriller
tt0162203	movie	Blue Shark Hash	Blue Shark Hash	0	2001.0		93	Comedy,Romance
tt0162209	short	Bratrovrazda	Bratrovrazda	0	2024.0			Short
tt0162222	movie	Cast Away	Cast Away	0	2000.0		143	Adventure,Drama,Romance
tt0162346	movie	Ghost World	Ghost World	0	2001.0		111	Comedy,Drama
tt0162650	movie	Shaft	Shaft	0	2000.0		99	Action,Crime,Thriller
tt0162660	short	Skrajojimai melynam lauke	Skrajojimai melynam lauke	0	2001.0		20	Short
tt0162672	movie	Stained Glass	Stained Glass	0	2000.0			
tt0162711	movie	Trixie	Trixie	0	2000.0		116	Comedy,Crime,Mystery
tt0162828	tvSeries	The Tom Green Show	The Tom Green Show	0	2002.0	2002		Comedy,Talk-Show
tt0162838	movie	Three Days of Rain	Three Days of Rain	0	2002.0		98	Drama
tt0162862	movie	António, Um Rapaz de Lisboa	António, Um Rapaz de Lisboa	0	2002.0		116	Drama
tt0162901	movie	Kasbah	Kasbah	0	2000.0		99	Drama,Thriller
tt0162940	movie	Déluge	Déluge	0	2001.0			Documentary
tt0162942	movie	Children of the Green Dragon	A zöld sárkány gyermekei	0	2010.0		89	Drama
tt0162983	movie	Hanging Up	Hanging Up	0	2000.0		94	Comedy,Drama
tt0163025	movie	Jurassic Park III	Jurassic Park III	0	2001.0		92	Action,Adventure,Sci-Fi
tt0163080	movie	The Magic Pudding	The Magic Pudding	0	2000.0		80	Animation,Family,Musical
tt0163125	movie	The Operator	The Operator	0	2000.0		102	Comedy,Drama,Thriller
tt0163141	movie	Enchanted Interlude	La parenthèse enchantée	0	2000.0		88	Comedy,Romance
tt0163246	movie	Skippy	Skippy	0	2001.0		90	Comedy,Family,Romance
tt0163566	movie	The Stranger	The Stranger	0	2000.0		95	Thriller
tt0163596	movie	Dark Water	Dark Water	0	2001.0		92	Crime,Drama,Mystery
tt0163676	movie	The in Crowd	The In Crowd	0	2000.0		105	Drama,Mystery,Thriller
tt0163745	movie	The Debut	The Debut	0	2000.0		88	Comedy,Drama
tt0163764	movie	Net Worth	Net Worth	0	2001.0		94	Action,Adventure,Comedy
tt0163787	video	Perfect Game	Perfect Game	0	2000.0		99	Comedy,Family
tt0163873	short	Torturados por las rosas	Torturados por las rosas	0	2000.0		2	Short
tt0163978	movie	The Beach	The Beach	0	2000.0		119	Adventure,Drama,Romance
tt0163983	movie	Bless the Child	Bless the Child	0	2000.0		107	Crime,Drama,Horror
tt0164003	movie	City of Ghosts	City of Ghosts	0	2002.0		116	Crime,Drama,Thriller
tt0164052	movie	Hollow Man	Hollow Man	0	2000.0		112	Action,Horror,Sci-Fi
tt0164115	movie	Nine Ball	Nine Ball	0	2023.0		85	Drama,Fantasy
tt0164120	short	Nove moznosti (pokracovani)	Nove moznosti (pokracovani)	0	2002.0		35	Documentary,Short
tt0164182	movie	The Stonecutter	The Stonecutter	0	2000.0		95	Drama
tt0164184	movie	The Sum of All Fears	The Sum of All Fears	0	2002.0		124	Action,Drama,Thriller
tt0164192	movie	Boltneck	Big Monster on Campus	0	2000.0		92	Comedy,Horror,Sci-Fi
tt0164212	movie	Under Suspicion	Under Suspicion	0	2000.0		110	Crime,Drama,Thriller
tt0164318	movie	Across the Line	Across the Line	0	2000.0		99	Drama,Thriller
tt0164334	movie	Along Came a Spider	Along Came a Spider	0	2001.0		104	Crime,Drama,Mystery
tt0164388	short	Shadow of a Candle	Shadow of a Candle	0	2008.0			Horror,Short,Thriller
tt0164508	short	Coverage	Coverage	0	2000.0		16	Short
tt0164545	movie	Doomsday Man	Doomsday Man	0	2000.0		89	Drama
tt0164555	movie	Early Bird Special	Early Bird Special	0	2001.0			Comedy
tt0164592	video	Shredded	Flænset	0	2000.0		78	Horror
tt0164599	movie	Frannie Lew High	Frannie Lew High	0	2000.0			
tt0164810	movie	Pipe Dream	Pipe Dream	0	2001.0		91	Comedy,Romance
tt0164829	short	The Promise	The Promise	0	2000.0			Horror,Short,Thriller
tt0164953	movie	Urban Mythology	Urban Mythology	0	2000.0		109	Comedy,Thriller
tt0164961	movie	Vidocq	Vidocq	0	2001.0		98	Action,Crime,Fantasy
tt0165090	movie	Arcadiak	Arcadiak	0	2000.0			
tt0165186	movie	Couch Taters	Couch Taters	0	2000.0			Drama
tt0165361	movie	Highway	Highway	0	2002.0		97	Crime,Drama
tt0165400	movie	Nautilus	Nautilus	0	2000.0		97	Action,Sci-Fi
tt0165452	movie	The Rules (for Men)	The Rules (For Men)	0	2001.0		96	Comedy
tt0165477	video	Slow Burn	Slow Burn	0	2000.0		97	Thriller
tt0165526	video	The Vault	The Vault	0	2001.0		72	Action,Adventure,Horror
tt0165642	movie	Black Sea 213	Black Sea 213	0	2000.0		85	Action,Drama
tt0165713	movie	The Distinct Smell of Red	The Distinct Smell of Red	0	2001.0		81	Drama
tt0165800	movie	The Giving Tree	The Giving Tree	0	2000.0		89	Drama,Thriller
tt0165832	movie	Interstate 60	Interstate 60: Episodes of the Road	0	2002.0		116	Adventure,Comedy,Drama
tt0165868	movie	A látó ember	A látó ember	0	2000.0		50	
tt0165872	video	The Mark of Dracula	The Mark of Dracula	0	2000.0		88	Horror
tt0165891	movie	The NSA	The NSA	0	2000.0			
tt0165899	movie	No Pills in Happyland	No Pills in Happyland	0	2001.0		90	
tt0165928	movie	Revenge	Revenge	0	2000.0		94	Thriller
tt0165929	movie	Romeo Must Die	Romeo Must Die	0	2000.0		115	Action,Crime,Thriller
tt0165933	short	Le sacre d'automne	Le sacre d'automne	0	2014.0		27	Drama,Short
tt0165982	movie	Sinbad: Legend of the Seven Seas	Sinbad: Legend of the Seven Seas	0	2003.0		86	Adventure,Animation,Comedy
tt0166013	movie	When the Sky Falls	When the Sky Falls	0	2000.0		107	Biography,Crime,Drama
tt0166068	video	911	911	0	2000.0			Drama
tt0166110	movie	Bones	Bones	0	2001.0		96	Crime,Fantasy,Horror
tt0166158	movie	Daddy and Them	Daddy and Them	0	2001.0		101	Comedy,Drama
tt0166186	movie	Still Life	Still Life	0	2001.0		90	Drama
tt0166192	movie	Finding Kelly	Finding Kelly	0	2000.0		88	Comedy,Family,Mystery
tt0166194	short	Flat 'n' Fluffy	Flat 'n' Fluffy	0	2001.0		7	Animation,Comedy,Short
tt0166276	movie	Monkeybone	Monkeybone	0	2001.0		93	Comedy,Fantasy
tt0166339	movie	Screenland Drive	Screenland Drive	0	2000.0		89	Comedy
tt0166370	movie	Subconscious Cruelty	Subconscious Cruelty	0	2000.0		92	Fantasy,Horror
tt0166400	short	World Inside Me	World Inside Me	0	2002.0		25	Short
tt0166709	movie	Posthumous Memories	Memórias Póstumas de Brás Cubas	0	2001.0		101	Comedy,Drama
tt0166730	movie	Natal 71	Natal 71	0	2000.0		52	Documentary
tt0166773	movie	Quartzite's Fall: A Wilderness Tale	Quartzite's Fall: A Wilderness Tale	0	2001.0			Documentary
tt0166813	movie	Spirit: Stallion of the Cimarron	Spirit: Stallion of the Cimarron	0	2002.0		83	Adventure,Animation,Drama
tt0166871	movie	Viúva Rica Solteira Não Fica	Viúva Rica Solteira Não Fica	0	2006.0		135	Comedy,Drama
tt0166924	movie	Mulholland Drive	Mulholland Dr.	0	2001.0		147	Drama,Mystery,Thriller
tt0166930	tvSeries	Point of View	Point of View	0	2000.0			Documentary
tt0166938	tvSeries	Yo-TV	Yo-TV	0	2020.0			
tt0167011	video	Space Butchers	Avaruuden teurastajat	0	2005.0		68	Action,Comedy,Horror
tt0167096	movie	Cugini	Cugini	0	2001.0			
tt0167116	movie	Desert Saints	Desert Saints	0	2002.0		88	Action,Romance,Thriller
tt0167183	movie	The Girls' Room	The Girls' Room	0	2000.0		101	Comedy,Drama
tt0167190	movie	Hellboy	Hellboy	0	2004.0		122	Action,Adventure,Fantasy
tt0167198	short	Hot Tubs II: The Terror Returns	Hot Tubs II: The Terror Returns	0	2001.0		5	Comedy,Horror,Short
tt0167203	movie	I Dreamed of Africa	I Dreamed of Africa	0	2000.0		114	Adventure,Biography,Drama
tt0167260	movie	The Lord of the Rings: The Return of the King	The Lord of the Rings: The Return of the King	0	2003.0		201	Adventure,Drama,Fantasy
tt0167261	movie	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Two Towers	0	2002.0		179	Adventure,Drama,Fantasy
tt0167347	movie	Pride of Place	Pride of Place	0	2006.0		59	Documentary
tt0167360	movie	Race to Space	Race to Space	0	2001.0		104	Drama,Family
tt0167380	movie	The Captain's Daughter	Russkiy bunt	0	2000.0		130	Drama,History,Romance
tt0167456	movie	Thunderbirds	Thunderbirds	0	2004.0		95	Action,Adventure,Comedy
tt0167701	tvSeries	Randall & Hopkirk (Deceased)	Randall & Hopkirk (Deceased)	0	2000.0	2001	50	Comedy,Crime,Fantasy
tt0167802	movie	The Boys Behind the Desk	The Boys Behind the Desk	0	2000.0			Comedy
tt0167936	movie	Film	Film	0	2000.0		92	Comedy
tt0168002	short	In Between	In Between	0	2000.0		11	Comedy,Short
tt0168064	movie	El Maya	El Maya	0	2004.0			Drama,Romance,Thriller
tt0168446	movie	Aberdeen	Aberdeen	0	2000.0		106	Drama
tt0168504	movie	A Better Way to Die	A Better Way to Die	0	2000.0		101	Action,Comedy,Crime
tt0168509	movie	The Bird Watcher	Le birdwatcher	0	2000.0		84	Comedy,Drama,Mystery
tt0168515	movie	Bittersweet Motel	Bittersweet Motel	0	2000.0		82	Documentary,Music
tt0168578	movie	Chicks, Man	Chicks, Man	0	2000.0		93	Comedy,Romance
tt0168612	movie	The Playaz Court	The Playaz Court	0	2000.0		97	Crime,Drama,Mystery
tt0168629	movie	Dancer in the Dark	Dancer in the Dark	0	2000.0		135	Crime,Drama,Musical
tt0168631	movie	Innocents	Dark Summer	0	2000.0		90	Crime,Drama,Thriller
tt0168714	movie	Dream Witch	Dream Witch	0	2000.0		70	Action,Horror
tt0168721	short	Meglét	Meglét	0	2006.0		17	Drama,Short
tt0168729	short	One Fourty	Einsvierzig	0	2002.0		16	Documentary,Short
tt0168786	movie	Antwone Fisher	Antwone Fisher	0	2002.0		120	Biography,Drama
tt0168847	movie	When Grandpa Loved Rita Hayworth	Ab ins Paradies	0	2000.0		90	Comedy
tt0168856	movie	A Fish Tale	Hjælp! Jeg er en fisk	0	2000.0		80	Adventure,Animation,Comedy
tt0168896	movie	Gólyamese	Gólyamese	0	2005.0		57	
tt0169084	movie	A Night at Sophie's	A Night at Sophie's	0	2004.0			Comedy
tt0169102	movie	Lagaan: Once Upon a Time in India	Lagaan: Once Upon a Time in India	0	2001.0		224	Drama,Musical,Sport
tt0169122	movie	Perfumed Garden: Tales of the Kama Sutra	Perfumed Garden: Tales of the Kama Sutra	0	2000.0		95	Drama,Romance
tt0169324	movie	Tick Tock	Tick Tock	0	2000.0		93	Crime,Drama,Thriller
tt0169379	movie	Whatcha Want	Whatcha Want	0	2000.0			
tt0169411	movie	Üvegvilágom	Üvegvilágom	0	2001.0			Documentary
tt0169526	movie	Sul 45° parallelo	Sul 45° parallelo	0	2022.0		50	Documentary
tt0169543	movie	Almost Blue	Almost Blue	0	2000.0		86	Thriller
tt0169579	movie	Baggage	Baggage	0	2003.0		90	Drama
tt0170008	movie	Hollywood Palms	Hollywood Palms	0	2001.0		86	Comedy
tt0170016	movie	How the Grinch Stole Christmas	How the Grinch Stole Christmas	0	2000.0		104	Comedy,Family,Fantasy
tt0170057	short	Insolatie (Dus-întors)	Insolatie (Dus-întors)	0	2015.0		18	Short
tt0170093	short	Kabaret	Kabaret	0	2023.0		10	Animation,Short
tt0170119	short	Konstrukcja	Konstrukcja	0	2023.0		5	Animation,Short
tt0170241	short	City	Miasto	0	2024.0		14	Documentary,Short
tt0170260	video	Morgan's Ferry	Morgan's Ferry	0	2001.0		91	Crime,Drama
tt0170367	movie	Peroxide Passion	Peroxide Passion	0	2001.0		84	Comedy
tt0170452	movie	Prince of Central Park	Prince of Central Park	0	2000.0		109	Action,Adventure,Drama
tt0170467	short	Przemijanie	Przemijanie	0	2023.0		19	Documentary,Short
tt0170508	movie	Il resto di niente	Il resto di niente	0	2004.0		103	Drama,History
tt0170517	movie	The Life of Aleksis Kivi	Aleksis Kiven elämä	0	2001.0		104	Biography,Drama
tt0170635	movie	South Side Story	Sud Side Stori	0	2000.0			Comedy,Musical,Romance
tt0170655	short	We Will Meet in 1972 - In Dark and in Light	Találkozunk 1972-ben (Sötétben-világosban)	0	2023.0		34	Short
tt0170691	movie	Tigerland	Tigerland	0	2000.0		101	Drama,War
tt0171126	movie	Bone	Bone	0	2000.0		76	Crime,Drama
tt0171339	movie	Generation Ax	Generation Ax	0	2001.0		78	Horror
tt0171356	movie	Gun Shy	Gun Shy	0	2000.0		101	Comedy,Crime,Romance
tt0171359	movie	Hamlet	Hamlet	0	2000.0		112	Drama,Romance,Thriller
tt0171433	movie	Keeping the Faith	Keeping the Faith	0	2000.0		128	Comedy,Drama,Romance
tt0171436	movie	The Kidnapping of Chris Burden	The Kidnapping of Chris Burden	0	2001.0			
tt0171580	movie	Nurse Betty	Nurse Betty	0	2000.0		110	Comedy,Crime,Drama
tt0171827	movie	The Thundering 8th	The Thundering 8th	0	2000.0		100	Action,Drama,Romance
tt0171928	movie	A Samba for Sherlock	O Xangô de Baker Street	0	2001.0		124	Comedy,Crime
tt0172109	movie	Alex l'ariete	Alex l'ariete	0	2000.0		122	Action,Crime
tt0172156	movie	Bad Boys II	Bad Boys II	0	2003.0		147	Action,Comedy,Crime
tt0172160	movie	Ballen i øyet	Ballen i øyet	0	2000.0		81	Comedy,Fantasy
tt0172182	movie	Blood Type	Blood Type	0	2018.0		90	Comedy,Drama,Mystery
tt0172372	short	Dur brzuszny	Dur brzuszny	0	2023.0			Documentary,Short
tt0172464	movie	The Million Dollar Kid	The Million Dollar Kid	0	2000.0		91	Action,Adventure,Comedy
tt0172495	movie	Gladiator	Gladiator	0	2000.0		155	Action,Adventure,Drama
tt0172543	movie	He Died with a Felafel in His Hand	He Died with a Felafel in His Hand	0	2001.0		107	Comedy,Romance
